symbol,funding_time,year,rate,z,side,r1,r4,r12
LTCUSDT,1779062400007,2026,-5.536e-05,-2.0031916965058962,LONG,-0.004985699552890163,-0.0011057870643905129,-0.005356001353085358
LTCUSDT,1779724800001,2026,0.0001,2.4294521277609733,SHORT,0.002264151910638496,0.006238795167215292,0.01175368981409454
LTCUSDT,1780041600001,2026,0.0001,2.0359500530690293,SHORT,-0.0011596445056798086,0.0027110783452625976,-0.0038602634310075453
LTCUSDT,1780848000000,2026,-7.423e-05,-2.2611586293430603,LONG,0.0038149783990007774,-0.0062305497506359745,0.006429358973071662
LTCUSDT,1781337600007,2026,7.698e-05,2.1635133628908476,SHORT,0.0013761470061674956,-0.006852470852169981,-0.005029731682673826
LTCUSDT,1781510400013,2026,7.946e-05,2.1131071829740207,SHORT,0.005108284289743078,-0.015388301017094477,-0.010796623549921535
LTCUSDT,1781942400000,2026,-7.906e-05,-2.229262747137108,LONG,0.003848335253057176,0.0040742473742033415,0.001133401458743955
LTCUSDT,1783555200000,2026,-1.05e-05,-2.0774278925847183,LONG,-0.0004582951500928618,0.007531702841003887,0.005938802288014845
LTCUSDT,1783900800000,2026,-2.742e-05,-2.1871361057882166,LONG,-0.006813562584941583,-0.016661346280569967,-0.01850424014469631
LTCUSDT,1783987200000,2026,-8.49e-05,-3.1189535801977804,LONG,-0.0029738098091057078,-0.0022867606580673594,0.016761434312627263
LTCUSDT,1785168000001,2026,-3.441e-05,-2.3313013407539604,LONG,-0.0010756158937425299,0.004504995283966055,-0.004741388192826449
LTCUSDT,1785456000003,2026,-3.671e-05,-2.056872819668883,LONG,-0.0021929833350102144,-0.006593430479831845,-0.011677999851174042
LTCUSDT,1785888000003,2026,-8.127e-05,-2.3536894606642496,LONG,0.003544531845725286,-0.004671346499293242,-0.001776988472928913
LTCUSDT,1786694400001,2026,-4.516e-05,-2.1289043883814087,LONG,0.000896660001793167,-0.0047207011349374535,-0.02451882190679669
LTCUSDT,1788019200002,2026,1.225e-05,-4.402760360951002,SHORT,0.0024585138382072634,-0.000409165308490807,0.0012285013830072168
LTCUSDT,1788364800005,2026,-2.334e-05,-3.199133905470745,LONG,0.0032375584734339593,0.0072698220013724165,0.020064878605959114
LTCUSDT,1789113600000,2026,-2.18e-05,-2.634288692853056,LONG,-0.009844835287651597,0.0046988151485041745,0.008628828628199737
AVAXUSDT,1672358400000,2022,-0.00031297,-4.539479013502453,LONG,-0.006075129141149002,0.0038468631429046662,-0.014698669994371433
AVAXUSDT,1672588800000,2023,-0.00018765,-2.162509768463754,LONG,0.006485707901003959,0.010541012997791921,0.009160369398664195
AVAXUSDT,1672848000011,2023,-0.00018681,-2.051266330203175,LONG,0.006572676434152192,0.002334501643857354,0.00922278150480634
AVAXUSDT,1673481600000,2023,-0.00044601,-7.155449890519856,LONG,0.01098739667484176,0.003340374328402878,-0.0333139500526632
AVAXUSDT,1673683200001,2023,0.00034109,2.4944828439658364,SHORT,0.07646926839578727,0.05853474250630976,0.07159990010461277
AVAXUSDT,1673769600002,2023,0.00040559,2.92688224366194,SHORT,-0.013448691285995976,-0.016385730660945428,-0.04695185489579204
AVAXUSDT,1674288000001,2023,0.00046904,2.6273136213264774,SHORT,-0.013596285514935764,-0.0019042678653249825,-0.0009814393305757217
AVAXUSDT,1674403200023,2023,0.00040474,2.4716408016744316,SHORT,-0.01010109598650392,0.03698970117424675,-0.0035080916897402585
AVAXUSDT,1674892800018,2023,0.00037016,2.5942393273807762,SHORT,-0.0026451154290892294,-0.002498347981845477,-0.005185667899730783
AVAXUSDT,1675324800023,2023,0.00064049,8.436141225100993,SHORT,9.114108646478551e-05,-0.005045350581298267,-0.00920787582052333
