strategy,symbol,entry_time,month,side,norm_return
V54,DOGEUSDT,1750514460000,2025-06,SHORT,0.040125883939
V54,DOGEUSDT,1752166860000,2025-07,LONG,0.052493394032
V54,DOGEUSDT,1752202860000,2025-07,LONG,-0.016785974071
V54,DOGEUSDT,1752813000000,2025-07,LONG,0.042556031930
V54,DOGEUSDT,1754719260000,2025-08,LONG,-0.017458810354
V54,DOGEUSDT,1757368860000,2025-09,LONG,-0.026035292522
V54,DOGEUSDT,1757422860000,2025-09,LONG,-0.029072178007
V54,DOGEUSDT,1757563260000,2025-09,LONG,-0.036770535381
V54,DOGEUSDT,1757739660000,2025-09,LONG,0.040670338783
V54,DOGEUSDT,1761930060000,2025-10,SHORT,-0.017813598246
V54,DOGEUSDT,1762275660000,2025-11,SHORT,-0.027789917937
V54,DOGEUSDT,1763406060000,2025-11,SHORT,-0.017498109435
V54,DOGEUSDT,1768996860000,2026-01,SHORT,-0.020731300558
V54,DOGEUSDT,1770289260000,2026-02,SHORT,0.044713641377
V54,DOGEUSDT,1776366060000,2026-04,LONG,-0.024650293859
V54,DOGEUSDT,1777255260000,2026-04,LONG,-0.016748790691
V54,DOGEUSDT,1780520460000,2026-06,SHORT,0.038050451764
V54,DOGEUSDT,1780686060000,2026-06,SHORT,-0.027173829468
V54,DOGEUSDT,1780722060000,2026-06,SHORT,-0.028067114828
V54,DOGEUSDT,1783494060000,2026-07,SHORT,-0.016824337053
V54,DOGEUSDT,1786838460000,2026-08,SHORT,-0.016458437559
V54,DOGEUSDT,1787216460000,2026-08,LONG,0.075945091446
V54,DOGEUSDT,1787346060000,2026-08,LONG,0.056965340143
V54,DOGEUSDT,1787371260000,2026-08,LONG,-0.054727189369
