publish	symbol	pairs	entry_ts	exit_ts	trigger	entry	exit	gross_pct	fees_pct	funding_pct	net_pct	hold_h
2024-03-27 03:10:04	LINKUSDT	LINK/USDC	1711509060000	1711523940000	SL	20.0170035	19.709140500000004	-6.152029698151326	0.39692398515092436	0.0	-6.5489536833022495	4.133333333333334
2024-04-10 03:57:06	LTCUSDT	LTC/USDC	1712721480000	1712744220000	SL	97.34864999999999	95.70212500000001	-6.765476460125468	0.3966172617699373	-0.04223522483362636	-7.2043289467290315	6.316666666666666
2024-04-10 03:57:06	NEARUSDT	NEAR/USDC	1712721480000	1712741820000	SL	7.014505499999999	6.9035465	-6.327402551755039	0.3968362987241225	-0.0516628361044125	-6.775901686583574	5.65
2024-04-18 03:00:18	BCHUSDT	BCH/USDC	1713409260000	1713421200000	SL	473.626695	466.22677	-6.249584390508221	0.3968752078047459	0.0	-6.646459598312967	3.316666666666667
2024-04-18 03:00:18	FILUSDT	FIL/USDC	1713409260000	1713420360000	SL	5.9289629999999995	5.83708	-6.198925511931802	0.3969005372440341	0.0	-6.5958260491758365	3.0833333333333335
2024-04-18 03:00:18	LTCUSDT	LTC/USDC	1713409260000	1713421860000	SL	80.6403	79.38029	-6.250026351588445	0.3968749868242058	0.0	-6.6469013384126505	3.5
2024-04-18 03:00:18	NEARUSDT	NEAR/USDC	1713409260000	1713418080000	TP	5.3996984999999995	5.5122425	8.337058078335348	0.40416852903916756	0.0	7.93288954929618	2.45
2024-04-23 03:00:38	NEOUSDT	NEO/USDC	1713841260000	1713847380000	SL	19.7288595	19.4192855	-6.276571638619005	0.39686171418069055	0.0	-6.673433352799696	1.7
2024-06-18 03:00:07	PEOPLEUSDT	PEOPLE/FDUSD	1718679660000	1718684460000	TP	0.0844422	0.086866545	11.484044707504108	0.4057420223537521	0.0	11.078302685150355	1.3333333333333333
2024-07-18 03:00:02	ATOMUSDT	ATOM/USDC	1721271660000	1721291820000	SL	6.545271	6.4457755	-6.0804510615373895	0.3969597744692313	-0.03961333304610306	-6.517024169052724	5.6
2024-07-18 03:00:02	ENSUSDT	ENS/USDC	1721271660000	1721279760000	SL	26.523255	26.118934000000003	-6.097607552315822	0.3969511962238421	0.0	-6.494558748539664	2.25
2024-07-18 03:00:02	FTMUSDT	FTM/USDC	1721271660000	1721279220000	SL	0.5148573	0.50624675	-6.689659445442452	0.3966551702772788	0.0	-7.08631461571973	2.1
2024-07-18 03:00:02	ICPUSDT	ICP/USDC	1721271660000	1721279460000	SL	10.059027	9.8920515	-6.6398270926203695	0.3966800864536898	0.0	-7.036507179074059	2.1666666666666665
2024-07-24 04:00:07	ARUSDT	AR/USDC	1721793660000	1721830980000	TP	31.270627499999996	31.9070385	8.140687295130263	0.4040703436475651	-0.040147579385799034	7.6964693720968995	10.366666666666667
2024-07-24 04:00:07	GALAUSDT	GALA/USDC	1721793660000	1721807760000	TP	0.02387193	0.024357815	8.141528565139089	0.40407076428256955	0.0	7.737457800856519	3.9166666666666665
2024-07-24 04:00:07	PEOPLEUSDT	PEOPLE/USDC	1721793660000	1721812440000	SL	0.07932964499999999	0.078110925	-6.145092417847037	0.39692745379107647	-0.039722855182321826	-6.581742726820434	5.216666666666667
2024-07-24 04:00:07	RUNEUSDT	RUNE/USDC	1721793660000	1721798460000	SL	4.764380999999999	4.684656500000001	-6.693377376830142	0.39665331131158493	0.0	-7.090030688141727	1.3333333333333333
2024-07-24 04:00:07	TRBUSDT	TRB/USDC	1721793660000	1721835660000	SL	73.808886	72.64366000000001	-6.314827729550015	0.39684258613522494	-0.03989113180762544	-6.751561447492866	11.666666666666666
2024-07-24 04:00:07	UNIUSDT	UNI/USDC	1721793660000	1721797500000	SL	7.678837499999999	7.5572195	-6.335229779247127	0.3968323851103765	0.0	-6.732062164357504	1.0666666666666667
2024-07-31 02:00:02	EOSUSDT	EOS/USDC	1722391260000	1722402480000	SL	0.5832915	0.573713	-6.568585347120563	0.3967157073264397	0.0	-6.965301054447003	3.1166666666666667
2024-08-30 02:00:02	ALGOUSDT	ALGO/USDC	1724983260000	1725007500000	TP	0.12636314999999998	0.12903545	8.45911169514219	0.40422955584757114	-0.040486486764535395	8.014395652530084	6.733333333333333
2024-08-30 02:00:02	ONTUSDT	ONT/USDC	1724983260000	1725008160000	TP	0.16478235	0.16801595	7.84938435457439	0.4039246921772872	-0.040562596661596347	7.404897065735507	6.916666666666667
2024-09-06 08:00:08	AAVEUSDT	AAVE/USDC	1725609660000	1725631140000	SL	126.70331999999999	124.59767000000001	-6.647497476782717	0.39667625126160855	0.0	-7.044173728044326	5.966666666666667
2024-09-06 08:00:08	TRXUSDT	TRX/USDC	1725609660000	1725655860000	SL	0.14916454499999998	0.146856535	-6.18916512633742	0.3969054174368313	0.07667340171218302	-6.509397142062066	12.833333333333334
2024-11-25 02:30:21	HBARUSDT	HBAR/USDC	1732501860000	1732503300000	SL	0.14235114	0.13990001500000002	-6.88754582506321	0.39655622708746846	0.0	-7.284102052150679	0.4
2024-11-25 02:30:21	RAYUSDT	RAY/USDC	1732501860000	1732761060000	TIME	0.24812399999999998	0.247876	-0.39980009994997745	0.39980009995002497	-0.35982008995502246	-1.159420289855025	72.0
