database,template_id,dimension,key,closed,open,wins,losses,net_pnl,net_pf,mean_margin_return_pct,median_holding_h,p90_holding_h
go_bn_oracle1,36,symbol,INJUSDT,1,0,0,1,-1.92640000,0.00000000,-9.63200000,6.24833333,6.24833333
go_bn_oracle1,36,symbol,STXUSDT,2,0,1,1,-0.92699010,0.48431792,-2.31747525,1.20222222,1.69444444
go_bn_oracle1,36,symbol,MEMEUSDT,3,0,1,2,-2.79477251,0.26672117,-4.65795418,5.39333333,12.53444444
go_bn_oracle1,36,symbol,VIRTUALUSDT,3,0,1,2,-2.92174806,0.23247004,-4.86958010,1.67388889,1.78388889
go_bn_oracle1,36,symbol,PENGUUSDT,4,0,2,2,1.45934040,1.38544423,1.82417550,4.18708333,7.62083333
go_bn_oracle1,36,symbol,WLFIUSDT,1,0,0,1,-1.78100000,0.00000000,-8.90500000,7.08250000,7.08250000
go_bn_oracle1,36,symbol,SOXLUSDT,2,0,1,1,1.44996265,2.39876775,3.62490662,1.99138889,3.26072222
go_bn_oracle1,36,symbol,WDCUSDT,4,0,2,2,-0.52294890,0.83435671,-0.65368612,5.87152778,10.33927778
go_bn_oracle1,36,symbol,ZILUSDT,2,0,2,0,7.22800113,—,18.07000282,19.30361111,30.45316667
go_bn_oracle1,36,symbol,PENDLEUSDT,2,0,0,2,-3.55113945,0.00000000,-8.87784863,4.70986111,6.82352778
go_bn_oracle1,36,symbol,PLUMEUSDT,3,0,0,3,-6.31894811,0.00000000,-10.53158018,1.02222222,7.72000000
go_bn_oracle1,36,symbol,PAXGUSDT,3,0,1,2,-1.30334142,0.62995847,-2.17223571,17.01250000,22.19383333
go_bn_oracle1,36,symbol,BABYUSDT,2,0,0,2,-3.91981179,0.00000000,-9.79952947,5.01652778,6.31841667
go_bn_oracle1,36,symbol,TAUSDT,2,0,0,2,-3.35823704,0.00000000,-8.39559260,4.20013889,7.48625000
go_bn_oracle1,36,symbol,XRPUSDT,4,1,2,2,3.67218588,1.91986984,4.59023235,2.39180556,2.69466667
go_bn_oracle1,36,symbol,ROSEUSDT,1,0,1,0,1.90728000,—,9.53640000,5.45694444,5.45694444
go_bn_oracle1,36,symbol,FORMUSDT,3,0,0,3,-5.91572772,0.00000000,-9.85954620,0.19555556,3.75777778
go_bn_oracle1,36,symbol,DASHUSDT,2,0,0,2,-3.79937290,0.00000000,-9.49843225,0.09361111,0.16250000
go_bn_oracle1,36,symbol,ZENUSDT,3,0,2,1,2.27851295,2.22093717,3.79752158,1.00027778,4.36205556
go_bn_oracle1,36,symbol,NEARUSDT,4,0,1,3,-1.90266100,0.65774203,-2.37832625,1.87791667,3.52366667
go_bn_oracle1,36,symbol,SAHARAUSDT,4,0,1,3,-3.00565616,0.41892995,-3.75707020,0.53194444,2.43969444
go_bn_oracle1,36,symbol,ENJUSDT,3,0,2,1,1.34267883,1.66928878,2.23779804,4.68138889,7.25450000
go_bn_oracle1,36,symbol,SANDUSDT,3,0,1,2,2.33856947,1.77186866,3.89761578,2.43250000,5.94627778
go_bn_oracle1,36,symbol,GALAUSDT,3,0,0,3,-5.83605879,0.00000000,-9.72676465,0.20111111,8.33777778
go_bn_oracle1,36,symbol,FETUSDT,2,0,1,1,-0.19515370,0.90575716,-0.48788425,5.04041667,8.18786111
go_bn_oracle1,36,symbol,IDUSDT,1,0,1,0,1.08152000,—,5.40760000,0.31138889,0.31138889
go_bn_oracle1,36,symbol,AEROUSDT,3,0,3,0,9.73670913,—,16.22784855,4.14166667,7.15144444
go_bn_oracle1,36,symbol,AVAXUSDT,3,0,2,1,1.76320950,1.77430691,2.93868250,11.69611111,18.64477778
go_bn_oracle1,36,symbol,FILUSDT,4,0,2,2,0.51025195,1.10002629,0.63781494,4.47166667,9.46980556
go_bn_oracle1,36,symbol,AXSUSDT,1,0,0,1,-1.01460000,0.00000000,-5.07300000,9.15888889,9.15888889
go_bn_oracle1,36,symbol,GRTUSDT,3,0,0,3,-4.26284010,0.00000000,-7.10473350,1.22805556,21.83938889
go_bn_oracle1,36,symbol,HBARUSDT,4,0,3,1,5.50376003,3.72135707,6.87970004,5.95527778,19.49827778
go_bn_oracle1,36,symbol,ONEUSDT,2,0,1,1,-0.97765761,0.51616139,-2.44414403,2.85333333,4.77800000
go_bn_oracle1,36,symbol,1000SHIBUSDT,2,0,2,0,6.09722297,—,15.24305742,20.32361111,26.01205556
go_bn_oracle1,36,symbol,PEOPLEUSDT,5,0,0,5,-10.01641996,0.00000000,-10.01641996,1.38055556,3.91500000
go_bn_oracle1,36,symbol,APEUSDT,4,0,1,3,-4.90303160,0.16705967,-6.12878950,0.70791667,22.52250000
go_bn_oracle1,36,symbol,1000LUNCUSDT,5,0,1,4,-5.72918558,0.20914197,-5.72918558,1.23305556,5.78022222
go_bn_oracle1,36,symbol,LUNA2USDT,1,0,1,0,2.42488000,—,12.12440000,7.37111111,7.37111111
go_bn_oracle1,36,symbol,QNTUSDT,4,0,0,4,-6.46020200,0.00000000,-8.07525250,3.97861111,10.29950000
go_bn_oracle1,36,symbol,SEIUSDT,3,0,2,1,1.56105087,1.79298000,2.60175145,2.00583333,6.29650000
go_bn_oracle1,36,symbol,STEEMUSDT,1,1,1,0,2.14583000,—,10.72915000,26.98277778,26.98277778
go_bn_oracle1,36,symbol,KASUSDT,2,0,2,0,3.99262331,—,9.98155828,6.35180556,11.10458333
go_bn_oracle1,36,symbol,1000BONKUSDT,4,0,2,2,5.76005474,2.36564609,7.20006843,3.34736111,6.33991667
go_bn_oracle1,36,symbol,TAOUSDT,5,0,2,3,-3.84858219,0.35511446,-3.84858219,1.15611111,3.27977778
go_bn_oracle1,36,symbol,WALUSDT,2,0,2,0,7.59652396,—,18.99130990,5.87083333,9.88794444
go_bn_oracle1,36,symbol,GUNUSDT,3,0,1,2,-2.16744093,0.29190203,-3.61240154,5.00805556,6.57561111
go_bn_oracle1,36,symbol,1000CATUSDT,2,0,1,1,0.51616662,1.24935063,1.29041654,15.53833333,23.67433333
go_bn_oracle1,36,symbol,HOODUSDT,3,0,1,2,-3.03086760,0.25305178,-5.05144600,0.69500000,2.00277778
go_bn_oracle1,36,symbol,SPYUSDT,1,0,0,1,-1.20960000,0.00000000,-6.04800000,88.59638889,88.59638889
go_bn_oracle1,36,symbol,BMTUSDT,3,0,1,2,-2.61898774,0.31991130,-4.36497957,0.43250000,0.49850000
go_bn_oracle1,36,symbol,SYNUSDT,4,0,2,2,2.80446560,1.70460226,3.50558200,4.06402778,13.16305556
go_bn_oracle1,36,symbol,TRBUSDT,2,0,0,2,-4.00875795,0.00000000,-10.02189487,5.17055556,8.02388889
go_bn_oracle1,36,symbol,AVAAIUSDT,2,0,2,0,6.10263671,—,15.25659178,10.08625000,16.41747222
go_bn_oracle1,36,symbol,TUTUSDT,3,0,1,2,-3.15728243,0.21839553,-5.26213738,0.18416667,0.86150000
go_bn_oracle1,36,symbol,PARTIUSDT,1,0,1,0,0.89843856,—,4.49219280,14.73972222,14.73972222
go_bn_oracle1,36,symbol,MITOUSDT,2,0,0,2,-4.26580593,0.00000000,-10.66451482,0.30416667,0.53327778
go_bn_oracle1,36,symbol,DODOXUSDT,2,0,0,2,-4.08753419,0.00000000,-10.21883549,4.03083333,4.29261111
go_bn_oracle1,36,symbol,CRVUSDT,3,0,1,2,5.30594401,2.35133372,8.84324001,0.47416667,5.34816667
go_bn_oracle1,36,symbol,EIGENUSDT,3,0,1,2,-3.08356970,0.22334751,-5.13928284,1.29805556,1.52494444
go_bn_oracle1,36,symbol,OPUSDT,2,0,1,1,1.10218028,1.56440825,2.75545070,4.54750000,8.09483333
go_bn_oracle1,36,symbol,STRKUSDT,2,0,0,2,-3.91964746,0.00000000,-9.79911865,3.66041667,6.53519444
go_bn_oracle1,36,symbol,BERAUSDT,2,0,0,2,-4.00995741,0.00000000,-10.02489353,1.46986111,2.25197222
go_bn_oracle1,36,symbol,ALGOUSDT,2,0,1,1,2.45365384,2.21121084,6.13413461,4.98458333,8.70558333
go_bn_oracle1,36,symbol,MANAUSDT,2,0,1,1,-0.84296238,0.57158419,-2.10740595,5.66763889,8.60308333
go_bn_oracle1,36,symbol,LDOUSDT,2,0,0,2,-3.97595415,0.00000000,-9.93988538,4.29375000,5.83341667
go_bn_oracle1,36,symbol,JTOUSDT,2,0,0,2,-4.04304805,0.00000000,-10.10762013,1.19250000,1.37050000
go_bn_oracle1,36,symbol,FHEUSDT,2,0,2,0,3.75238917,—,9.38097293,4.66291667,4.95525000
go_bn_oracle1,36,symbol,TRXUSDT,1,0,1,0,2.51724144,—,12.58620720,11.68111111,11.68111111
go_bn_oracle1,36,symbol,DEXEUSDT,3,0,0,3,-6.12177906,0.00000000,-10.20296511,5.42361111,8.20072222
go_bn_oracle1,36,symbol,BSBUSDT,1,0,0,1,-1.95240051,0.00000000,-9.76200255,2.88361111,2.88361111
go_bn_oracle1,36,symbol,ACEUSDT,1,0,0,1,-2.00228405,0.00000000,-10.01142024,0.23972222,0.23972222
go_bn_oracle1,36,symbol,COTIUSDT,2,0,0,2,-4.00477699,0.00000000,-10.01194247,1.05666667,1.44155556
go_bn_oracle1,36,symbol,CHILLGUYUSDT,1,0,1,0,3.47807504,—,17.39037519,7.86500000,7.86500000
go_bn_oracle1,36,symbol,SOPHUSDT,1,0,0,1,-1.96591736,0.00000000,-9.82958678,2.31888889,2.31888889
go_bn_oracle1,36,symbol,CVXUSDT,3,0,0,3,-5.20985315,0.00000000,-8.68308858,1.29333333,3.52911111
go_bn_oracle1,36,symbol,USELESSUSDT,2,0,1,1,6.59239959,3.62570575,16.48099898,0.57916667,0.95205556
go_bn_oracle1,36,symbol,ENSUSDT,3,0,2,1,3.47581980,2.74223491,5.79303300,0.37555556,1.85555556
go_bn_oracle1,36,symbol,SUSHIUSDT,2,0,0,2,-3.31023850,0.00000000,-8.27559625,0.68527778,0.74750000
go_bn_oracle1,36,symbol,CHIPUSDT,4,0,0,4,-8.78941302,0.00000000,-10.98676628,0.47319444,1.27413889
go_bn_oracle1,36,symbol,ERAUSDT,1,0,1,0,0.88298545,—,4.41492727,0.17722222,0.17722222
go_bn_oracle1,36,symbol,INTCUSDT,2,0,1,1,1.82258370,1.93127192,4.55645925,3.44416667,3.78683333
go_bn_oracle1,36,symbol,KAVAUSDT,4,0,2,2,-2.14020555,0.46325581,-2.67525694,1.19319444,6.64344444
go_bn_oracle1,36,symbol,DYDXUSDT,4,0,1,3,-5.07377640,0.17347623,-6.34222050,3.02125000,5.47333333
go_bn_oracle1,36,symbol,SUIUSDT,4,0,1,3,-4.13695984,0.32033612,-5.17119979,2.07166667,5.72700000
go_bn_oracle1,36,symbol,NEIROUSDT,2,0,1,1,-0.27081436,0.77125906,-0.67703591,0.95847222,1.62902778
go_bn_oracle1,36,symbol,CATIUSDT,2,0,2,0,2.59305228,—,6.48263069,1.53597222,1.90608333
go_bn_oracle1,36,symbol,ZECUSDT,6,0,4,2,17.76509007,5.41894701,14.80424172,0.76402778,2.64333333
go_bn_oracle1,36,symbol,QTUMUSDT,3,0,1,2,-3.17294250,0.22819307,-5.28823750,0.46000000,2.19666667
go_bn_oracle1,36,symbol,ICPUSDT,2,0,0,2,-4.02346150,0.00000000,-10.05865375,0.80291667,1.38658333
go_bn_oracle1,36,symbol,SAGAUSDT,2,0,0,2,-4.08015670,0.00000000,-10.20039175,5.13555556,7.96066667
go_bn_oracle1,36,symbol,RAREUSDT,4,0,1,3,-4.99949797,0.19996470,-6.24937247,10.05152778,25.82016667
go_bn_oracle1,36,symbol,SOONUSDT,1,0,1,0,3.26921980,—,16.34609900,9.36277778,9.36277778
go_bn_oracle1,36,symbol,HYPEUSDT,2,0,1,1,0.44342118,1.22040022,1.10855296,12.15333333,20.03088889
go_bn_oracle1,36,symbol,BANKUSDT,1,0,0,1,-2.00839179,0.00000000,-10.04195895,7.03777778,7.03777778
go_bn_oracle1,36,symbol,HOMEUSDT,1,0,1,0,2.77869023,—,13.89345113,7.91750000,7.91750000
go_bn_oracle1,36,symbol,RVNUSDT,4,0,0,4,-7.06679036,0.00000000,-8.83348795,5.07388889,12.17252778
go_bn_oracle1,36,symbol,MUSDT,2,0,0,2,-4.68627900,0.00000000,-11.71569750,3.19541667,4.38819444
go_bn_oracle1,36,symbol,MUUSDT,1,0,0,1,-1.98781340,0.00000000,-9.93906700,1.44194444,1.44194444
go_bn_oracle1,36,symbol,MUUUSDT,1,0,0,1,-1.30567810,0.00000000,-6.52839050,0.27388889,0.27388889
go_bn_oracle1,36,symbol,BANDUSDT,3,0,0,3,-6.08523954,0.00000000,-10.14206590,2.36583333,2.46738889
go_bn_oracle1,36,symbol,1000RATSUSDT,1,0,0,1,-2.11052314,0.00000000,-10.55261570,4.20694444,4.20694444
go_bn_oracle1,36,symbol,LISTAUSDT,1,0,1,0,1.06882862,—,5.34414310,23.07833333,23.07833333
go_bn_oracle1,36,symbol,TRUMPUSDT,4,0,3,1,3.28879115,2.65689412,4.11098893,1.25916667,5.89852778
go_bn_oracle1,36,symbol,BROCCOLI714USDT,2,0,2,0,4.79738969,—,11.99347421,5.10583333,7.64205556
go_bn_oracle1,36,symbol,LITEUSDT,1,0,0,1,-2.05494405,0.00000000,-10.27472025,10.33805556,10.33805556
go_bn_oracle1,36,symbol,REUSDT,3,0,2,1,-0.37704935,0.82417092,-0.62841558,1.17416667,1.31483333
go_bn_oracle1,36,symbol,ETCUSDT,3,0,0,3,-5.96901483,0.00000000,-9.94835805,2.01138889,2.58583333
go_bn_oracle1,36,symbol,AIXBTUSDT,2,0,0,2,-4.03751764,0.00000000,-10.09379411,0.23500000,0.35077778
go_bn_oracle1,36,symbol,CLOUSDT,1,0,1,0,14.12981408,—,70.64907040,11.73472222,11.73472222
go_bn_oracle1,36,symbol,BIGTIMEUSDT,2,0,0,2,-3.18079096,0.00000000,-7.95197740,0.42291667,0.55902778
go_bn_oracle1,36,symbol,BTRUSDT,1,0,0,1,-2.12282317,0.00000000,-10.61411587,0.03638889,0.03638889
go_bn_oracle1,36,symbol,NILUSDT,1,0,0,1,-2.00270678,0.00000000,-10.01353389,0.74166667,0.74166667
go_bn_oracle1,36,symbol,CYSUSDT,1,0,0,1,-2.02500300,0.00000000,-10.12501500,0.01638889,0.01638889
go_bn_oracle1,36,symbol,GRASSUSDT,2,0,0,2,-3.19521080,0.00000000,-7.98802700,8.20250000,13.81338889
go_bn_oracle1,36,symbol,XLMUSDT,3,0,1,2,0.08306737,1.02095572,0.13844562,5.16083333,8.96372222
go_bn_oracle1,36,symbol,NEOUSDT,1,0,0,1,-1.99631670,0.00000000,-9.98158350,2.74111111,2.74111111
go_bn_oracle1,36,symbol,PNUTUSDT,2,0,0,2,-4.08996417,0.00000000,-10.22491042,3.82097222,5.54575000
go_bn_oracle1,36,symbol,MORPHOUSDT,1,0,0,1,-1.99486535,0.00000000,-9.97432673,0.96555556,0.96555556
go_bn_oracle1,36,symbol,DOSUSDT,3,0,1,2,-1.62338670,0.23970702,-5.41128900,0.22388889,0.54011111
go_bn_oracle1,36,symbol,TSTUSDT,1,0,0,1,-1.94833022,0.00000000,-9.74165108,0.11416667,0.11416667
go_bn_oracle1,36,symbol,BULLAUSDT,5,0,1,4,2.78128929,1.25446343,2.78128929,0.08416667,3.86227778
go_bn_oracle1,36,symbol,FLOWUSDT,2,0,2,0,3.80804032,—,9.52010079,0.77944444,0.94611111
go_bn_oracle1,36,symbol,PYTHUSDT,4,0,1,3,-4.05441618,0.31093816,-5.06802022,0.88388889,1.91088889
go_bn_oracle1,36,symbol,ARBUSDT,1,0,0,1,-2.00335242,0.00000000,-10.01676210,0.15416667,0.15416667
go_bn_oracle1,36,symbol,JUPUSDT,2,0,1,1,-0.20414270,0.83083243,-0.51035675,0.42097222,0.67797222
go_bn_oracle1,36,symbol,BOMEUSDT,1,0,0,1,-2.00892384,0.00000000,-10.04461920,6.92694444,6.92694444
go_bn_oracle1,36,symbol,APTUSDT,1,0,0,1,-1.96220436,0.00000000,-9.81102180,0.14027778,0.14027778
go_bn_oracle1,36,symbol,AIOUSDT,4,0,0,4,-9.65257816,0.00000000,-12.06572269,0.76208333,2.13466667
go_bn_oracle1,36,symbol,MYXUSDT,1,0,0,1,-2.20699034,0.00000000,-11.03495168,1.94555556,1.94555556
go_bn_oracle1,36,symbol,COOKIEUSDT,1,0,1,0,0.88607198,—,4.43035989,11.98194444,11.98194444
go_bn_oracle1,36,symbol,SQDUSDT,3,0,1,2,-1.00086390,0.74457010,-1.66810650,0.85833333,5.94633333
go_bn_oracle1,36,symbol,ADAUSDT,2,0,2,0,8.87410810,—,22.18527025,5.22819444,6.81652778
go_bn_oracle1,36,symbol,WLDUSDT,2,0,2,0,8.12671320,—,20.31678300,5.75833333,9.42166667
go_bn_oracle1,36,symbol,ZKUSDT,2,0,0,2,-3.93525261,0.00000000,-9.83813153,1.69930556,1.85408333
go_bn_oracle1,36,symbol,KAITOUSDT,1,0,0,1,-1.99760558,0.00000000,-9.98802790,0.76750000,0.76750000
go_bn_oracle1,36,symbol,CLUSDT,2,1,0,2,-3.90271260,0.00000000,-9.75678150,2.93902778,3.16825000
go_bn_oracle1,36,symbol,MOVEUSDT,2,0,1,1,3.43616885,2.69658374,8.59042214,2.32902778,3.89736111
go_bn_oracle1,36,symbol,ETHFIUSDT,1,0,0,1,-1.96608550,0.00000000,-9.83042750,0.66833333,0.66833333
go_bn_oracle1,36,symbol,NXPCUSDT,1,0,0,1,-1.97848875,0.00000000,-9.89244375,1.16083333,1.16083333
go_bn_oracle1,36,symbol,XPLUSDT,3,0,2,1,15.19090174,8.74637627,25.31816957,3.92083333,5.80905556
go_bn_oracle1,36,symbol,COMPUSDT,1,0,0,1,-1.98896022,0.00000000,-9.94480110,7.52861111,7.52861111
go_bn_oracle1,36,symbol,SKYAIUSDT,2,0,1,1,1.60143210,1.76043964,4.00358025,0.36347222,0.47047222
go_bn_oracle1,36,symbol,BZUSDT,1,1,0,1,-2.00137070,0.00000000,-10.00685350,9.10444444,9.10444444
go_bn_oracle1,36,symbol,RENDERUSDT,2,0,2,0,4.08971300,—,10.22428250,8.00777778,9.52488889
go_bn_oracle1,36,symbol,BIOUSDT,3,0,2,1,4.74111724,3.23225213,7.90186207,6.10777778,12.07200000
go_bn_oracle1,36,symbol,AAVEUSDT,1,0,0,1,-1.89528600,0.00000000,-9.47643000,1.03250000,1.03250000
go_bn_oracle1,36,symbol,ENAUSDT,2,0,1,1,1.84823710,1.91345180,4.62059275,1.11444444,1.99000000
go_bn_oracle1,36,symbol,RIFUSDT,1,0,0,1,-1.96227217,0.00000000,-9.81136085,0.34666667,0.34666667
go_bn_oracle1,36,symbol,STGUSDT,1,0,0,1,-1.94697605,0.00000000,-9.73488025,10.37638889,10.37638889
go_bn_oracle1,36,symbol,ACHUSDT,3,0,1,2,1.34047879,1.34378649,2.23413132,0.48500000,10.14300000
go_bn_oracle1,36,symbol,ORDIUSDT,2,0,1,1,-0.01249775,0.99357408,-0.03124437,1.67583333,2.96716667
go_bn_oracle1,36,symbol,WIFUSDT,1,0,1,0,3.16077309,—,15.80386545,2.24388889,2.24388889
go_bn_oracle1,36,symbol,ONDOUSDT,2,0,1,1,-0.82408948,0.58090225,-2.06022370,0.82319444,1.42686111
go_bn_oracle1,36,symbol,LSKUSDT,2,0,0,2,-3.93353763,0.00000000,-9.83384408,0.35458333,0.55669444
go_bn_oracle1,36,symbol,BBUSDT,1,0,0,1,-2.03939967,0.00000000,-10.19699835,6.42555556,6.42555556
go_bn_oracle1,36,symbol,VVVUSDT,1,0,1,0,2.09974626,—,10.49873130,2.16361111,2.16361111
go_bn_oracle1,36,symbol,SIRENUSDT,1,0,0,1,-1.95924507,0.00000000,-9.79622537,8.89333333,8.89333333
go_bn_oracle1,36,symbol,BANANAS31USDT,1,0,0,1,-2.13385224,0.00000000,-10.66926118,6.06166667,6.06166667
go_bn_oracle1,36,symbol,VETUSDT,2,0,0,2,-3.91935650,0.00000000,-9.79839124,3.47041667,4.52452778
go_bn_oracle1,36,symbol,IOUSDT,2,0,0,2,-3.24533644,0.00000000,-8.11334110,1.24013889,1.68980556
go_bn_oracle1,36,symbol,PROMUSDT,2,0,0,2,-4.76541210,0.00000000,-11.91353025,3.23277778,5.75055556
go_bn_oracle1,36,symbol,ARCUSDT,1,0,0,1,-1.97553897,0.00000000,-9.87769483,5.45583333,5.45583333
go_bn_oracle1,36,symbol,XMRUSDT,1,0,0,1,-2.21199555,0.00000000,-11.05997775,4.52111111,4.52111111
go_bn_oracle1,36,symbol,1000FLOKIUSDT,1,0,0,1,-2.11460421,0.00000000,-10.57302105,0.10000000,0.10000000
go_bn_oracle1,36,symbol,GPSUSDT,3,0,0,3,-6.24015082,0.00000000,-10.40025137,1.15166667,4.24500000
go_bn_oracle1,36,symbol,BEATUSDT,1,0,0,1,-1.95808300,0.00000000,-9.79041500,0.75250000,0.75250000
go_bn_oracle1,36,symbol,EPICUSDT,2,0,1,1,-0.23686962,0.88301048,-0.59217405,0.31736111,0.47369444
go_bn_oracle1,36,symbol,KOMAUSDT,1,0,0,1,-1.96454558,0.00000000,-9.82272791,0.12361111,0.12361111
go_bn_oracle1,36,symbol,BICOUSDT,1,0,0,1,-1.96396728,0.00000000,-9.81983640,0.10166667,0.10166667
go_bn_oracle1,36,symbol,LAUSDT,1,0,0,1,-2.14027628,0.00000000,-10.70138138,0.15083333,0.15083333
go_bn_oracle1,36,symbol,POLUSDT,1,0,0,1,-1.15897551,0.00000000,-5.79487755,1.12555556,1.12555556
go_bn_oracle1,36,symbol,HUMAUSDT,1,0,1,0,2.98984771,—,14.94923856,31.08305556,31.08305556
go_bn_oracle1,36,symbol,TLMUSDT,1,1,0,1,-2.16796711,0.00000000,-10.83983556,0.46083333,0.46083333
go_bn_oracle1,36,symbol,VELVETUSDT,1,0,0,1,-1.94383575,0.00000000,-9.71917875,0.11222222,0.11222222
go_bn_oracle1,36,symbol,FARTCOINUSDT,1,0,0,1,-1.96865842,0.00000000,-9.84329210,1.84055556,1.84055556
go_bn_oracle1,36,entry_day_Asia_Shanghai,2026-08-30,22,0,7,15,-18.70992570,0.28405089,-4.25225584,3.79291667,8.27686111
go_bn_oracle1,36,entry_day_Asia_Shanghai,2026-08-31,45,0,25,20,18.66867355,1.54370276,2.07429706,6.96750000,26.47300000
go_bn_oracle1,36,entry_day_Asia_Shanghai,2026-09-01,74,0,28,46,-18.54460873,0.78825385,-1.25301410,2.00208333,8.87333333
go_bn_oracle1,36,entry_day_Asia_Shanghai,2026-09-02,61,0,9,52,-68.86478752,0.34254259,-5.73459258,1.34638889,8.27611111
go_bn_oracle1,36,entry_day_Asia_Shanghai,2026-09-03,93,0,34,59,9.80608375,1.08180418,0.47140397,1.94555556,9.08327778
go_bn_oracle1,36,entry_day_Asia_Shanghai,2026-09-04,53,0,7,46,-77.17150869,0.17251875,-7.28033101,0.75250000,6.41644444
go_bn_oracle1,36,entry_day_Asia_Shanghai,2026-09-05,51,5,27,24,30.05464185,1.69380829,2.99671247,1.79666667,10.89222222
go_bn_oracle1,36,stake_USDT,20,396,5,136,260,-123.13804479,0.75717652,-1.55477329,1.86666667,10.12597222
go_bn_oracle1,36,stake_USDT,10,3,0,1,2,-1.62338670,0.23970702,-5.41128900,0.22388889,0.54011111
go_bn_oracle1,37,symbol,MUBARAKUSDT,1,0,0,1,-1.57129933,0.00000000,-7.85649667,0.43138889,0.43138889
go_bn_oracle1,37,symbol,COOKIEUSDT,1,0,0,1,-1.54961409,0.00000000,-7.74807046,1.71861111,1.71861111
go_bn_oracle1,37,symbol,TWTUSDT,1,0,0,1,-1.55356080,0.00000000,-7.76780400,1.88833333,1.88833333
go_bn_oracle1,37,symbol,MUUSDT,1,0,1,0,2.35441600,—,11.77208000,18.13138889,18.13138889
go_bn_oracle1,37,symbol,USELESSUSDT,1,0,0,1,-1.58235174,0.00000000,-7.91175872,0.01777778,0.01777778
go_bn_oracle1,37,symbol,HMSTRUSDT,1,0,0,1,-1.73298373,0.00000000,-8.66491863,1.48666667,1.48666667
go_bn_oracle1,37,symbol,NOTUSDT,0,1,0,0,0.00000000,—,—,—,—
go_bn_oracle1,37,symbol,DYDXUSDT,2,0,1,1,1.62957229,2.01579463,4.07393072,0.94166667,1.25322222
go_bn_oracle1,37,symbol,NEIROUSDT,1,0,0,1,-1.63699582,0.00000000,-8.18497910,0.35888889,0.35888889
go_bn_oracle1,37,symbol,SOXLUSDT,1,0,1,0,5.52317555,—,27.61587775,16.19555556,16.19555556
go_bn_oracle1,37,symbol,AEROUSDT,2,0,1,1,1.17745646,1.74532205,2.94364115,0.70180556,0.86413889
go_bn_oracle1,37,symbol,MANAUSDT,0,1,0,0,0.00000000,—,—,—,—
go_bn_oracle1,37,symbol,XMRUSDT,1,0,0,1,-2.58100248,0.00000000,-12.90501240,7.80111111,7.80111111
go_bn_oracle1,37,symbol,BATUSDT,1,0,0,1,-1.56262765,0.00000000,-7.81313827,1.14722222,1.14722222
go_bn_oracle1,37,symbol,BANDUSDT,1,0,0,1,-1.62481752,0.00000000,-8.12408760,0.59694444,0.59694444
go_bn_oracle1,37,symbol,IOTXUSDT,1,0,0,1,-1.62576807,0.00000000,-8.12884033,0.37444444,0.37444444
go_bn_oracle1,37,symbol,BERAUSDT,1,0,0,1,-1.69031232,0.00000000,-8.45156160,6.43111111,6.43111111
go_bn_oracle1,37,symbol,SOPHUSDT,1,0,0,1,-1.55196483,0.00000000,-7.75982415,0.71500000,0.71500000
go_bn_oracle1,37,symbol,GUNUSDT,1,0,0,1,-1.58286399,0.00000000,-7.91431993,1.32277778,1.32277778
go_bn_oracle1,37,symbol,HYPEUSDT,1,1,1,0,3.75549388,—,18.77746942,8.23388889,8.23388889
go_bn_oracle1,37,symbol,DASHUSDT,1,0,0,1,-1.68184914,0.00000000,-8.40924570,0.04777778,0.04777778
go_bn_oracle1,37,symbol,ZECUSDT,1,0,1,0,15.45785325,—,77.28926625,5.14583333,5.14583333
go_bn_oracle1,37,symbol,XLMUSDT,0,1,0,0,0.00000000,—,—,—,—
go_bn_oracle1,37,symbol,MUUUSDT,1,0,1,0,2.01023130,—,10.05115650,4.13444444,4.13444444
go_bn_oracle1,37,symbol,MUSDT,1,0,0,1,-1.64367000,0.00000000,-8.21835000,0.18472222,0.18472222
go_bn_oracle1,37,symbol,FLOWUSDT,0,1,0,0,0.00000000,—,—,—,—
go_bn_oracle1,37,symbol,PYTHUSDT,0,1,0,0,0.00000000,—,—,—,—
go_bn_oracle1,37,symbol,ERAUSDT,0,1,0,0,0.00000000,—,—,—,—
go_bn_oracle1,37,symbol,APEUSDT,0,1,0,0,0.00000000,—,—,—,—
go_bn_oracle1,37,symbol,FARTCOINUSDT,1,0,0,1,-1.62551063,0.00000000,-8.12755313,0.08555556,0.08555556
go_bn_oracle1,37,symbol,FETUSDT,0,1,0,0,0.00000000,—,—,—,—
go_bn_oracle1,37,symbol,TIAUSDT,1,0,0,1,-1.82647790,0.00000000,-9.13238950,0.08055556,0.08055556
go_bn_oracle1,37,symbol,HUMAUSDT,0,1,0,0,0.00000000,—,—,—,—
go_bn_oracle1,37,entry_day_Asia_Shanghai,2026-09-05,2,0,0,2,-3.12091343,0.00000000,-7.80228357,1.07500000,1.58988889
go_bn_oracle1,37,entry_day_Asia_Shanghai,2026-09-06,24,10,7,17,6.40544212,1.22328894,1.33446711,1.02597222,8.10405556
go_bn_oracle1,37,stake_USDT,20,26,10,7,19,3.28452870,1.10326206,0.63164013,1.02597222,8.01750000
go_bn_oracle2,38,symbol,CHZUSDT,2,0,0,2,-3.88082059,0.00000000,-9.70205148,0.64763889,1.06197222
go_bn_oracle2,38,symbol,STXUSDT,1,0,0,1,-1.84730000,0.00000000,-9.23650000,0.55694444,0.55694444
