symbol,event_time,year,premium,z,side,r1,r4,r12
SOLUSDT,1708827900000,2024,0.00154389,4.1250910988832254,SHORT,-0.0004736198660909365,0.0013834806898897483,-0.0015360318341277259
SOLUSDT,1708892100000,2024,0.00169204,4.554157698444089,SHORT,0.0019104414297572482,-0.003377747628779437,0.0005399568165746026
SOLUSDT,1708939800000,2024,0.00038404,-3.152339990085384,SHORT,-0.0035977980201958508,-0.0006300577105000397,-0.07136795301322288
SOLUSDT,1708943700000,2024,0.00030412,-3.315070381373948,SHORT,0.008454668377119827,-0.016533805987631447,-0.0749423777337307
SOLUSDT,1708965000000,2024,0.00170238,3.152121959711654,SHORT,-0.02490551953921393,-0.021123898802689348,-0.02279724858941988
SOLUSDT,1709000100000,2024,0.00233381,4.909085159839192,SHORT,0.009008298179699567,0.000260361724706263,0.019031277257243788
SOLUSDT,1709001300000,2024,0.0023357,4.597459680289142,SHORT,0.009008298179699567,0.000260361724706263,0.019031277257243788
SOLUSDT,1709006400000,2024,0.00236457,3.572054084497161,SHORT,0.008605842461572375,-0.000724381817095352,0.032347585699712654
SOLUSDT,1709050200000,2024,1.984e-05,-3.184573137046759,SHORT,-0.0026697549602734123,-0.017824363693579894,-0.01730084434584974
SOLUSDT,1709115300000,2024,0.00172043,3.118299979020189,SHORT,0.02639273015594221,0.023171423816198616,-0.012457004540864406
SOLUSDT,1709137200000,2024,0.00232244,3.1746117019476996,SHORT,0.013002756893129762,0.034620843278618404,-0.0558850362624736
SOLUSDT,1709164800000,2024,0.00296054,3.557063196483131,SHORT,-0.032119429109797606,-0.03516379331913064,-0.08012193296615584
SOLUSDT,1709168400000,2024,0.00369133,4.693065913482553,SHORT,-0.004450313606950724,0.002281372897754982,-0.04832201998174528
SOLUSDT,1709200200000,2024,0.00321407,3.2544951414836,SHORT,0.00329030432132217,-0.026993632870553997,0.011403465288490604
SOLUSDT,1709337600000,2024,4.496e-05,-4.229027389973783,SHORT,-0.008605991135453251,-0.0060987537239633885,0.0045054885158379455
SOLUSDT,1709342400000,2024,0.00021493,-3.4751739997934816,SHORT,-0.00567731914695474,0.006511394623600925,-0.001043772830645716
SOLUSDT,1709369700000,2024,0.00251761,4.379477042007408,SHORT,0.010128195560140264,0.0006232807080946974,0.004819360758908503
SOLUSDT,1709450700000,2024,0.00017859,-3.631968326400979,SHORT,-0.0008748320841045626,-0.015832868795964645,-0.027153875468583423
SOLUSDT,1709513400000,2024,-0.00070344,-6.440143827350608,LONG,-0.004805420691462054,-0.009294973127877741,0.014422215626704689
SOLUSDT,1709546700000,2024,0.00308865,6.067971750991276,SHORT,-0.007560157877982654,-0.0015848044112437578,0.006219356321444554
SOLUSDT,1709576100000,2024,0.00289936,5.014409182639591,SHORT,0.004668754418410907,-0.004891445147960392,-0.013278848651148386
SOLUSDT,1709603700000,2024,0.00238732,3.4120166608729483,SHORT,0.018098629002669134,-0.0030287300235996165,-0.0023439247712468297
SOLUSDT,1709667600000,2024,-0.00051559,-4.850919443647189,LONG,-0.008925813973813257,0.04869444290966712,0.1102730524810372
SOLUSDT,1709668500000,2024,-0.00321279,-10.71540570494019,LONG,-0.008925813973813257,0.04869444290966712,0.1102730524810372
SOLUSDT,1709674500000,2024,-0.0004459,-3.193370072810977,LONG,0.006571801198686928,0.008791012611002551,0.06640330744787648
SOLUSDT,1709813700000,2024,-1.772e-05,-3.4928340475289876,LONG,0.01387883185758538,0.031684836857178766,0.01974197358916998
SOLUSDT,1709814300000,2024,9.475e-05,-3.010842589572219,SHORT,-0.01387883185758538,-0.031684836857178766,-0.01974197358916998
SOLUSDT,1709909700000,2024,0.00208495,4.850149533420709,SHORT,0.042571351519757744,0.024197604134840327,0.03613381088270208
SOLUSDT,1709914800000,2024,0.0020782,4.277339630251188,SHORT,-0.008233920731736934,0.012608952549126345,0.009756174945364685
SOLUSDT,1710030000000,2024,0.0014129,3.058053525690084,SHORT,-0.009061877513127304,-0.007749991846461074,0.002044794037387486
SOLUSDT,1710037500000,2024,0.00155126,3.40354880470894,SHORT,0.005587460096274221,0.0020738318412355287,0.024855110728771047
SOLUSDT,1710141300000,2024,0.00201454,3.951466200735082,SHORT,-0.007465654855980086,-0.0012200836697760559,0.009535402783420832
SOLUSDT,1710143100000,2024,0.00239744,5.1747573015664745,SHORT,-0.007465654855980086,-0.0012200836697760559,0.009535402783420832
SOLUSDT,1710171300000,2024,0.00306288,3.6505784178680662,SHORT,6.7935013364916976e-06,0.002360119849622983,-0.02642758597457012
SOLUSDT,1710210600000,2024,0.0027085,3.0033214588157215,SHORT,0.001276130259106403,-0.015233431077274373,0.01406079254581923
SOLUSDT,1710251400000,2024,0.0002776,-3.10191948354776,SHORT,0.00858110893973888,0.01892106950784882,-0.0005181106348505123
SOLUSDT,1710263400000,2024,0.00227707,3.619028991130464,SHORT,-0.012529519075792188,0.0012060357445604067,-0.02777956410707567
SOLUSDT,1710276000000,2024,0.00233996,3.7540037734971072,SHORT,0.006965420767294045,-0.00748539624050241,-0.026750805514887746
